Column,Wavelength,Intensity
0,731.42048071901581,625
1,731.51595572620317,616
2,731.6114293452473,619
3,731.706901574912,649
4,731.802372413961,618
5,731.89784186115776,625
6,731.99330991526608,637
7,732.08877657504934,642
8,732.18424183927164,631
9,732.27970570669618,634
10,732.37516817608662,610
11,732.470629246207,612
12,732.56608891582039,636
13,732.66154718369057,656
14,732.75700404858139,624
15,732.85245950925616,640
16,732.94791356447877,649
17,733.0433662130124,629
18,733.138817453621,641
19,733.234267285068,658
20,733.32971570611687,680
21,733.42516271553154,712
22,733.52060831207518,707
23,733.61605249451156,650
24,733.71149526160411,630
25,733.80693661211649,625
26,733.90237654481234,627
27,733.9978150584551,629
28,734.0932521518082,648
29,734.18868782363541,650
30,734.28412207270014,629
31,734.379554897766,630
32,734.47498629759639,651
33,734.57041627095487,640
34,734.665844816605,643
35,734.76127193331047,623
36,734.85669761983456,658
37,734.95212187494087,641
38,735.04754469739282,674
39,735.14296608595419,720
40,735.238386039388,779
41,735.3338045564584,781
42,735.42922163592834,712
43,735.52463727656163,652
44,735.62005147712159,651
45,735.71546423637176,625
46,735.81087555307556,642
47,735.90628542599677,622
48,736.0016938538987,635
49,736.09710083554467,638
50,736.19250636969844,654
51,736.28791045512321,760
52,736.38331309058265,844
53,736.47871427484029,978
54,736.57411400665944,861
55,736.66951228480366,655
56,736.76490910803636,614
57,736.8603044751211,642
58,736.95569838482129,643
59,737.05109083590025,618
60,737.14648182712187,614
61,737.24187135724924,641
62,737.33725942504589,647
63,737.43264602927536,638
64,737.5280311687012,630
65,737.62341484208662,630
66,737.71879704819514,647
67,737.81417778579021,629
68,737.90955705363569,624
69,738.00493485049458,628
70,738.1003111751304,623
71,738.19568602630659,653
72,738.29105940278691,615
73,738.38643130333446,638
74,738.48180172671277,652
75,738.57717067168562,641
76,738.672538137016,632
77,738.76790412146761,635
78,738.863268623804,654
79,738.9586316427883,659
80,739.05399317718422,622
81,739.14935322575525,636
82,739.24471178726458,636
83,739.340068860476,680
84,739.43542444415266,625
85,739.53077853705815,629
86,739.62613113795612,623
87,739.72148224560976,644
88,739.81683185878273,601
89,739.91217997623824,637
90,740.00752659673992,647
91,740.10287171905122,647
92,740.19821534193557,676
93,740.29355746415649,651
94,740.38889808447743,668
95,740.48423720166181,645
96,740.57957481447318,649
97,740.67491092167506,657
98,740.77024552203068,657
99,740.86557861430367,631
100,740.96091019725759,613
101,741.05624026965575,603
102,741.15156883026168,622
103,741.246895877839,641
104,741.34222141115106,653
105,741.43754542896124,654
106,741.53286793003338,663
107,741.62818891313066,664
108,741.72350837701663,661
109,741.81882632045483,634
110,741.9141427422087,624
111,742.00945764104176,621
112,742.10477101571769,615
113,742.20008286499979,631
114,742.2953931876516,606
115,742.39070198243667,633
116,742.48600924811853,624
117,742.58131498346063,611
118,742.67661918722649,627
119,742.77192185817978,627
120,742.86722299508369,642
121,742.96252259670234,642
122,743.0578206617987,639
123,743.15311718913642,628
124,743.24841217747917,645
125,743.34370562559059,654
126,743.438997532234,647
127,743.534287896173,636
128,743.62957671617141,641
129,743.72486399099239,659
130,743.82014971939975,637
131,743.91543390015693,637
132,744.01071653202769,632
133,744.10599761377546,627
134,744.20127714416378,664
135,744.29655512195632,647
136,744.3918315459166,637
137,744.4871064148083,616
138,744.582379727395,627
139,744.6776514824403,646
140,744.77292167870769,654
141,744.86819031496111,646
142,744.96345738996376,623
143,745.05872290247953,615
144,745.153986851272,630
145,745.2492492351048,626
146,745.3445100527415,649
147,745.43976930294582,625
148,745.53502698448142,625
149,745.63028309611173,606
150,745.72553763660085,641
151,745.820790604712,658
152,745.91604199920926,633
153,746.01129181885585,629
154,746.10654006241589,643
155,746.20178672865291,643
156,746.29703181633033,629
157,746.39227532421228,637
158,746.48751725106229,641
159,746.582757595644,620
160,746.67799635672122,640
161,746.77323353305781,642
162,746.86846912341719,635
163,746.96370312656325,645
164,747.05893554125976,616
165,747.15416636627049,645
166,747.24939560035921,651
167,747.34462324228957,666
168,747.43984929082535,626
169,747.53507374473054,636
170,747.63029660276868,645
171,747.72551786370377,622
172,747.82073752629935,664
173,747.91595558931954,640
174,748.011172051528,645
175,748.10638691168856,683
176,748.20160016856494,836
177,748.29681182092122,1262
178,748.39202186752107,2091
179,748.48723030712847,1812
180,748.58243713850709,880
181,748.67764236042115,675
182,748.77284597163407,658
183,748.86804797091,623
184,748.96324835701284,634
185,749.05844712870646,647
186,749.15364428475471,653
187,749.24883982392157,674
188,749.344033744971,835
189,749.43922604666693,1193
190,749.5344167277733,1266
191,749.629605787054,817
192,749.724793223273,681
193,749.81997903519436,635
194,749.91516322158191,642
195,750.0103457811997,638
196,750.105526712812,622
197,750.20070601518239,648
198,750.29588368707516,617
199,750.39105972725417,641
200,750.48623413448365,637
201,750.58140690752737,649
202,750.67657804514977,632
203,750.77174754611451,638
204,750.86691540918594,626
205,750.962081633128,625
206,751.057246216705,662
207,751.15240915868071,636
208,751.24757045781951,637
209,751.34273011288531,616
210,751.43788812264245,618
211,751.533044485855,644
212,751.628199201287,626
213,751.72335226770292,613
214,751.81850368386654,626
215,751.91365344854228,630
216,752.00880156049436,650
217,752.10394801848679,634
218,752.199092821284,638
219,752.29423596765014,617
220,752.38937745634939,653
221,752.484517286146,656
222,752.57965545580441,632
223,752.67479196408885,626
224,752.76992680976332,612
225,752.86505999159249,628
226,752.96019150834036,623
227,753.05532135877138,640
228,753.15044954165,629
229,753.24557605574034,637
230,753.340700899807,625
231,753.435824072614,627
232,753.530945572926,619
233,753.6260653995073,638
234,753.72118355112241,626
235,753.81630002653549,644
236,753.9114148245111,637
237,754.00652794381392,636
238,754.101639383208,638
239,754.196749141458,620
240,754.29185721732824,629
241,754.38696360958352,641
242,754.482068316988,605
243,754.57717133830647,623
244,754.67227267230328,635
245,754.767372317743,625
246,754.86247027339016,627
247,754.95756653800936,630
248,755.05266111036519,613
249,755.14775398922234,643
250,755.24284517334513,628
251,755.33793466149837,640
252,755.43302245244672,637
253,755.52810854495488,630
254,755.62319293778717,618
255,755.71827562970861,648
256,755.81335661948356,649
257,755.908435905877,623
258,756.00351348765378,662
259,756.09858936357818,631
260,756.19366353241514,619
261,756.28873599292933,614
262,756.38380674388588,636
263,756.47887578404914,609
264,756.57394311218411,628
265,756.6690087270556,627
266,756.76407262742828,637
267,756.85913481206728,640
268,756.95419527973706,614
269,757.04925402920287,635
270,757.14431105922938,667
271,757.2393663685815,639
272,757.33441995602436,622
273,757.42947182032253,628
274,757.52452196024115,637
275,757.61957037454511,620
276,757.71461706199943,646
277,757.80966202136926,622
278,757.90470525141927,611
279,757.99974675091482,617
280,758.09478651862059,623
281,758.18982455330206,654
282,758.2848608537239,631
283,758.37989541865136,648
284,758.47492824684946,618
