Column,Wavelength,Intensity
0,583.18022984128947,633
1,583.27766153356856,630
2,583.37509214961233,631
3,583.472521688174,635
4,583.56995014800725,629
5,583.66737752786537,634
6,583.76480382650186,628
7,583.86222904267,627
8,583.95965317512332,631
9,584.05707622261514,638
10,584.15449818389857,629
11,584.25191905772726,633
12,584.34933884285442,640
13,584.44675753803324,659
14,584.54417514201691,656
15,584.64159165355909,666
16,584.73900707141252,654
17,584.83642139433084,680
18,584.93383462106692,677
19,585.03124675037418,677
20,585.1286577810057,673
21,585.22606771171479,683
22,585.32347654125431,679
23,585.42088426837768,675
24,585.51829089183786,673
25,585.615696410388,667
26,585.71310082278114,663
27,585.81050412777029,660
28,585.90790632410869,654
29,586.00530741054922,646
30,586.10270738584506,647
31,586.200106248749,640
32,586.29750399801412,637
33,586.39490063239339,638
34,586.49229615063985,641
35,586.58969055150635,631
36,586.68708383374587,632
37,586.78447599611138,634
38,586.88186703735562,627
39,586.97925695623167,632
40,587.07664575149215,629
41,587.17403342189027,625
42,587.27141996617854,628
43,587.36880538311,628
44,587.46618967143741,626
45,587.5635728299136,628
46,587.66095485729113,627
47,587.75833575232309,635
48,587.85571551376211,626
49,587.95309414036092,633
50,588.05047163087227,628
51,588.14784798404878,621
52,588.24522319864332,625
53,588.34259727340861,628
54,588.43997020709708,630
55,588.53734199846156,626
56,588.6347126462548,632
57,588.73208214922931,628
58,588.82945050613762,624
59,588.92681771573245,626
60,589.02418377676645,632
61,589.12154868799212,626
62,589.21891244816209,629
63,589.316275056029,629
64,589.41363651034521,629
65,589.51099680986329,627
66,589.608355953336,624
67,589.70571393951536,628
68,589.80307076715428,627
69,589.90042643500522,633
70,589.99778094182057,639
71,590.09513428635273,639
72,590.19248646735423,635
73,590.28983748357746,637
74,590.38718733377493,653
75,590.48453601669894,651
76,590.581883531102,648
77,590.67922987573627,652
78,590.77657504935462,653
79,590.87391905070888,649
80,590.97126187855167,657
81,591.06860353163529,650
82,591.16594400871213,644
83,591.26328330853448,655
84,591.36062142985452,647
85,591.45795837142464,638
86,591.55529413199724,639
87,591.65262871032451,644
88,591.7499621051586,626
89,591.84729431525193,631
90,591.94462533935666,623
91,592.041955176225,627
92,592.13928382460938,620
93,592.23661128326171,633
94,592.33393755093437,626
95,592.43126262637963,622
96,592.52858650834946,626
97,592.62590919559625,624
98,592.72323068687183,618
99,592.82055098092883,620
100,592.917870076519,618
101,593.01518797239453,613
102,593.11250466730769,616
103,593.20982016001062,617
104,593.30713444925516,616
105,593.40444753379359,614
106,593.50175941237808,619
107,593.59907008376047,614
108,593.696379546693,622
109,593.79368779992774,616
110,593.89099484221651,606
111,593.98830067231177,614
112,594.0856052889651,619
113,594.1829086909288,615
114,594.2802108769547,617
115,594.37751184579486,616
116,594.47481159620145,615
117,594.57211012692619,614
118,594.66940743672137,619
119,594.76670352433848,621
120,594.86399838852981,613
121,594.96129202804752,610
122,595.058584441643,613
123,595.15587562806854,611
124,595.25316558607608,612
125,595.35045431441756,614
126,595.44774181184459,615
127,595.54502807710935,617
128,595.64231310896378,626
129,595.73959690615948,618
130,595.83687946744863,618
131,595.93416079158283,622
132,596.03144087731414,617
133,596.12871972339451,622
134,596.22599732857543,618
135,596.32327369160907,616
136,596.42054881124693,620
137,596.51782268624129,629
138,596.61509531534364,625
139,596.71236669730592,626
140,596.80963683087987,623
141,596.90690571481741,624
142,597.00417334787016,625
143,597.10143972879,632
144,597.19870485632873,627
145,597.2959687292381,629
146,597.39323134626977,635
147,597.4904927061757,630
148,597.5877528077076,630
149,597.68501164961708,633
150,597.782269230656,630
151,597.879525549576,629
152,597.976780605129,632
153,598.07403439606651,626
154,598.17128692114034,625
155,598.26853817910217,625
156,598.36578816870383,624
157,598.46303688869682,617
158,598.560284337833,622
159,598.657530514864,617
160,598.7547754185415,619
161,598.85201904761709,609
162,598.94926140084272,612
163,599.04650247696975,602
164,599.14374227475,612
165,599.24098079293515,607
166,599.33821803027672,609
167,599.43545398552658,615
168,599.5326886574361,615
169,599.62992204475734,612
170,599.72715414624133,608
171,599.82438496064015,615
172,599.92161448670527,614
173,600.01884272318841,610
174,600.11606966884108,615
175,600.213295322415,612
176,600.31051968266161,615
177,600.40774274833268,616
178,600.50496451817969,607
179,600.60218499095447,612
180,600.69940416540828,603
181,600.796622040293,610
182,600.89383861436,604
183,600.991053886361,614
184,601.08826785504743,616
185,601.18548051917094,610
186,601.28269187748322,605
187,601.37990192873588,607
188,601.47711067168018,611
189,601.57431810506785,611
190,601.67152422765048,608
191,601.76872903817957,619
192,601.86593253540684,610
193,601.96313471808367,614
194,602.06033558496154,614
195,602.15753513479217,614
196,602.254733366327,608
197,602.35193027831758,614
198,602.44912586951546,613
199,602.54632013867229,609
200,602.64351308453934,613
201,602.74070470586832,608
202,602.837895001411,611
203,602.93508396991831,608
204,603.03227161014217,611
205,603.129457920834,613
206,603.22664290074556,619
207,603.32382654862806,609
