Column,Wavelength,Intensity
0,731.42048071901581,640
1,731.51595572620317,660
2,731.6114293452473,648
3,731.706901574912,642
4,731.802372413961,645
5,731.89784186115776,658
6,731.99330991526608,669
7,732.08877657504934,659
8,732.18424183927164,651
9,732.27970570669618,655
10,732.37516817608662,655
11,732.470629246207,643
12,732.56608891582039,657
13,732.66154718369057,664
14,732.75700404858139,655
15,732.85245950925616,663
16,732.94791356447877,646
17,733.0433662130124,665
18,733.138817453621,661
19,733.234267285068,719
20,733.32971570611687,739
21,733.42516271553154,788
22,733.52060831207518,720
23,733.61605249451156,668
24,733.71149526160411,645
25,733.80693661211649,644
26,733.90237654481234,658
27,733.9978150584551,653
28,734.0932521518082,653
29,734.18868782363541,665
30,734.28412207270014,652
31,734.379554897766,670
32,734.47498629759639,674
33,734.57041627095487,680
34,734.665844816605,652
35,734.76127193331047,662
36,734.85669761983456,679
37,734.95212187494087,656
38,735.04754469739282,700
39,735.14296608595419,801
40,735.238386039388,874
41,735.3338045564584,936
42,735.42922163592834,774
43,735.52463727656163,669
44,735.62005147712159,671
45,735.71546423637176,673
46,735.81087555307556,646
47,735.90628542599677,636
48,736.0016938538987,666
49,736.09710083554467,667
50,736.19250636969844,693
51,736.28791045512321,844
52,736.38331309058265,1050
53,736.47871427484029,1317
54,736.57411400665944,1099
55,736.66951228480366,737
56,736.76490910803636,669
57,736.8603044751211,668
58,736.95569838482129,659
59,737.05109083590025,640
60,737.14648182712187,665
61,737.24187135724924,665
62,737.33725942504589,671
63,737.43264602927536,642
64,737.5280311687012,650
65,737.62341484208662,648
66,737.71879704819514,673
67,737.81417778579021,661
68,737.90955705363569,639
69,738.00493485049458,640
70,738.1003111751304,649
71,738.19568602630659,651
72,738.29105940278691,630
73,738.38643130333446,634
74,738.48180172671277,665
75,738.57717067168562,671
76,738.672538137016,659
77,738.76790412146761,656
78,738.863268623804,661
79,738.9586316427883,669
80,739.05399317718422,680
81,739.14935322575525,676
82,739.24471178726458,671
83,739.340068860476,680
84,739.43542444415266,653
85,739.53077853705815,644
86,739.62613113795612,654
87,739.72148224560976,661
88,739.81683185878273,653
89,739.91217997623824,643
