Column,Wavelength,Intensity
0,731.42048071901581,646
1,731.51595572620317,666
2,731.6114293452473,625
3,731.706901574912,663
4,731.802372413961,650
5,731.89784186115776,650
6,731.99330991526608,654
7,732.08877657504934,663
8,732.18424183927164,678
9,732.27970570669618,648
10,732.37516817608662,670
11,732.470629246207,663
12,732.56608891582039,668
13,732.66154718369057,656
14,732.75700404858139,661
15,732.85245950925616,682
16,732.94791356447877,683
17,733.0433662130124,659
18,733.138817453621,694
19,733.234267285068,719
20,733.32971570611687,782
21,733.42516271553154,805
22,733.52060831207518,789
23,733.61605249451156,684
24,733.71149526160411,663
25,733.80693661211649,670
26,733.90237654481234,666
27,733.9978150584551,662
28,734.0932521518082,659
29,734.18868782363541,656
30,734.28412207270014,675
31,734.379554897766,674
32,734.47498629759639,647
33,734.57041627095487,665
34,734.665844816605,657
35,734.76127193331047,646
36,734.85669761983456,702
37,734.95212187494087,674
38,735.04754469739282,720
39,735.14296608595419,871
40,735.238386039388,966
41,735.3338045564584,1080
42,735.42922163592834,855
43,735.52463727656163,704
44,735.62005147712159,667
45,735.71546423637176,692
46,735.81087555307556,641
47,735.90628542599677,674
48,736.0016938538987,676
49,736.09710083554467,680
50,736.19250636969844,726
51,736.28791045512321,922
52,736.38331309058265,1241
53,736.47871427484029,1551
54,736.57411400665944,1264
55,736.66951228480366,793
56,736.76490910803636,700
57,736.8603044751211,673
58,736.95569838482129,669
59,737.05109083590025,678
60,737.14648182712187,677
61,737.24187135724924,682
62,737.33725942504589,696
63,737.43264602927536,701
64,737.5280311687012,686
65,737.62341484208662,666
66,737.71879704819514,641
67,737.81417778579021,691
68,737.90955705363569,674
69,738.00493485049458,670
70,738.1003111751304,660
71,738.19568602630659,673
72,738.29105940278691,671
73,738.38643130333446,667
74,738.48180172671277,644
75,738.57717067168562,674
76,738.672538137016,667
77,738.76790412146761,642
78,738.863268623804,643
79,738.9586316427883,643
80,739.05399317718422,656
81,739.14935322575525,668
82,739.24471178726458,708
83,739.340068860476,692
84,739.43542444415266,694
85,739.53077853705815,664
86,739.62613113795612,689
87,739.72148224560976,676
88,739.81683185878273,699
89,739.91217997623824,682
90,740.00752659673992,655
91,740.10287171905122,670
92,740.19821534193557,697
93,740.29355746415649,668
94,740.38889808447743,659
95,740.48423720166181,682
96,740.57957481447318,730
97,740.67491092167506,709
98,740.77024552203068,663
99,740.86557861430367,647
100,740.96091019725759,681
101,741.05624026965575,683
102,741.15156883026168,652
103,741.246895877839,640
104,741.34222141115106,652
105,741.43754542896124,662
106,741.53286793003338,704
107,741.62818891313066,747
108,741.72350837701663,725
109,741.81882632045483,670
110,741.9141427422087,664
111,742.00945764104176,673
112,742.10477101571769,644
113,742.20008286499979,673
114,742.2953931876516,652
115,742.39070198243667,672
116,742.48600924811853,660
117,742.58131498346063,648
118,742.67661918722649,678
119,742.77192185817978,680
120,742.86722299508369,658
121,742.96252259670234,668
122,743.0578206617987,655
123,743.15311718913642,675
124,743.24841217747917,682
125,743.34370562559059,652
126,743.438997532234,643
127,743.534287896173,669
128,743.62957671617141,671
129,743.72486399099239,666
130,743.82014971939975,673
131,743.91543390015693,693
132,744.01071653202769,665
133,744.10599761377546,670
134,744.20127714416378,657
135,744.29655512195632,676
136,744.3918315459166,684
137,744.4871064148083,672
138,744.582379727395,650
139,744.6776514824403,678
140,744.77292167870769,659
141,744.86819031496111,658
142,744.96345738996376,663
143,745.05872290247953,661
144,745.153986851272,664
145,745.2492492351048,653
146,745.3445100527415,672
147,745.43976930294582,663
148,745.53502698448142,667
149,745.63028309611173,648
150,745.72553763660085,660
151,745.820790604712,666
152,745.91604199920926,645
153,746.01129181885585,670
154,746.10654006241589,668
155,746.20178672865291,671
156,746.29703181633033,685
157,746.39227532421228,720
158,746.48751725106229,711
159,746.582757595644,707
160,746.67799635672122,677
161,746.77323353305781,643
162,746.86846912341719,645
163,746.96370312656325,680
164,747.05893554125976,676
165,747.15416636627049,668
166,747.24939560035921,673
167,747.34462324228957,672
168,747.43984929082535,650
169,747.53507374473054,673
170,747.63029660276868,676
171,747.72551786370377,669
172,747.82073752629935,683
173,747.91595558931954,700
174,748.011172051528,713
175,748.10638691168856,760
176,748.20160016856494,1198
177,748.29681182092122,2447
178,748.39202186752107,4606
179,748.48723030712847,4051
180,748.58243713850709,1396
181,748.67764236042115,814
182,748.77284597163407,700
183,748.86804797091,700
184,748.96324835701284,690
