Column,Wavelength,Intensity
0,731.42048071901581,622
1,731.51595572620317,640
2,731.6114293452473,636
3,731.706901574912,643
4,731.802372413961,642
5,731.89784186115776,639
6,731.99330991526608,665
7,732.08877657504934,640
8,732.18424183927164,645
9,732.27970570669618,617
10,732.37516817608662,636
11,732.470629246207,645
12,732.56608891582039,655
13,732.66154718369057,635
14,732.75700404858139,646
15,732.85245950925616,637
16,732.94791356447877,653
17,733.0433662130124,633
18,733.138817453621,662
19,733.234267285068,691
20,733.32971570611687,677
21,733.42516271553154,721
22,733.52060831207518,686
23,733.61605249451156,647
24,733.71149526160411,646
25,733.80693661211649,641
26,733.90237654481234,641
27,733.9978150584551,636
28,734.0932521518082,632
29,734.18868782363541,655
30,734.28412207270014,627
31,734.379554897766,643
32,734.47498629759639,643
33,734.57041627095487,651
34,734.665844816605,634
35,734.76127193331047,641
36,734.85669761983456,661
37,734.95212187494087,663
38,735.04754469739282,685
39,735.14296608595419,722
40,735.238386039388,824
41,735.3338045564584,862
42,735.42922163592834,719
43,735.52463727656163,657
44,735.62005147712159,626
45,735.71546423637176,645
46,735.81087555307556,634
47,735.90628542599677,646
48,736.0016938538987,641
49,736.09710083554467,661
50,736.19250636969844,675
51,736.28791045512321,783
52,736.38331309058265,956
53,736.47871427484029,1174
54,736.57411400665944,993
55,736.66951228480366,722
56,736.76490910803636,654
57,736.8603044751211,657
58,736.95569838482129,634
59,737.05109083590025,662
60,737.14648182712187,628
61,737.24187135724924,654
62,737.33725942504589,666
63,737.43264602927536,648
64,737.5280311687012,634
65,737.62341484208662,633
66,737.71879704819514,656
67,737.81417778579021,623
68,737.90955705363569,632
69,738.00493485049458,641
70,738.1003111751304,642
71,738.19568602630659,637
72,738.29105940278691,635
73,738.38643130333446,646
74,738.48180172671277,632
75,738.57717067168562,640
76,738.672538137016,634
77,738.76790412146761,646
78,738.863268623804,635
79,738.9586316427883,624
80,739.05399317718422,654
81,739.14935322575525,677
82,739.24471178726458,677
83,739.340068860476,677
84,739.43542444415266,651
85,739.53077853705815,632
86,739.62613113795612,638
87,739.72148224560976,668
88,739.81683185878273,635
89,739.91217997623824,657
90,740.00752659673992,638
91,740.10287171905122,643
92,740.19821534193557,632
93,740.29355746415649,653
94,740.38889808447743,647
95,740.48423720166181,641
96,740.57957481447318,678
97,740.67491092167506,676
98,740.77024552203068,670
99,740.86557861430367,665
100,740.96091019725759,652
101,741.05624026965575,641
102,741.15156883026168,615
103,741.246895877839,634
104,741.34222141115106,657
105,741.43754542896124,673
106,741.53286793003338,697
107,741.62818891313066,701
108,741.72350837701663,656
109,741.81882632045483,635
110,741.9141427422087,645
111,742.00945764104176,662
112,742.10477101571769,645
113,742.20008286499979,631
114,742.2953931876516,663
115,742.39070198243667,625
116,742.48600924811853,631
117,742.58131498346063,634
118,742.67661918722649,660
119,742.77192185817978,654
120,742.86722299508369,633
121,742.96252259670234,637
122,743.0578206617987,638
123,743.15311718913642,654
124,743.24841217747917,621
125,743.34370562559059,662
126,743.438997532234,655
127,743.534287896173,637
128,743.62957671617141,659
129,743.72486399099239,642
130,743.82014971939975,652
131,743.91543390015693,628
132,744.01071653202769,656
133,744.10599761377546,617
134,744.20127714416378,663
135,744.29655512195632,639
136,744.3918315459166,653
137,744.4871064148083,632
138,744.582379727395,638
139,744.6776514824403,673
140,744.77292167870769,635
141,744.86819031496111,625
142,744.96345738996376,637
143,745.05872290247953,632
144,745.153986851272,654
145,745.2492492351048,643
146,745.3445100527415,659
147,745.43976930294582,664
148,745.53502698448142,632
149,745.63028309611173,632
150,745.72553763660085,655
151,745.820790604712,658
152,745.91604199920926,645
153,746.01129181885585,649
154,746.10654006241589,632
155,746.20178672865291,634
156,746.29703181633033,640
157,746.39227532421228,668
158,746.48751725106229,667
159,746.582757595644,677
160,746.67799635672122,654
161,746.77323353305781,651
162,746.86846912341719,653
163,746.96370312656325,674
164,747.05893554125976,660
165,747.15416636627049,639
166,747.24939560035921,656
167,747.34462324228957,643
168,747.43984929082535,642
169,747.53507374473054,633
170,747.63029660276868,647
171,747.72551786370377,647
172,747.82073752629935,676
173,747.91595558931954,650
174,748.011172051528,668
175,748.10638691168856,708
176,748.20160016856494,957
177,748.29681182092122,1756
178,748.39202186752107,3000
179,748.48723030712847,2582
180,748.58243713850709,1067
181,748.67764236042115,712
182,748.77284597163407,647
183,748.86804797091,662
184,748.96324835701284,648
185,749.05844712870646,687
186,749.15364428475471,668
187,749.24883982392157,728
188,749.344033744971,1028
189,749.43922604666693,1663
190,749.5344167277733,1813
191,749.629605787054,1002
192,749.724793223273,727
193,749.81997903519436,662
194,749.91516322158191,643
195,750.0103457811997,628
196,750.105526712812,645
197,750.20070601518239,647
198,750.29588368707516,650
199,750.39105972725417,638
200,750.48623413448365,658
201,750.58140690752737,645
202,750.67657804514977,657
203,750.77174754611451,654
204,750.86691540918594,647
205,750.962081633128,659
206,751.057246216705,660
207,751.15240915868071,647
208,751.24757045781951,668
209,751.34273011288531,677
210,751.43788812264245,649
211,751.533044485855,630
212,751.628199201287,636
213,751.72335226770292,650
214,751.81850368386654,633
215,751.91365344854228,649
216,752.00880156049436,663
217,752.10394801848679,663
218,752.199092821284,639
219,752.29423596765014,628
220,752.38937745634939,627
221,752.484517286146,643
222,752.57965545580441,662
223,752.67479196408885,645
224,752.76992680976332,636
225,752.86505999159249,641
226,752.96019150834036,668
227,753.05532135877138,644
228,753.15044954165,625
229,753.24557605574034,657
230,753.340700899807,642
231,753.435824072614,633
232,753.530945572926,628
233,753.6260653995073,659
234,753.72118355112241,639
235,753.81630002653549,669
236,753.9114148245111,662
237,754.00652794381392,625
238,754.101639383208,630
239,754.196749141458,635
240,754.29185721732824,674
241,754.38696360958352,636
242,754.482068316988,630
243,754.57717133830647,645
244,754.67227267230328,644
245,754.767372317743,647
246,754.86247027339016,637
247,754.95756653800936,652
248,755.05266111036519,642
249,755.14775398922234,667
250,755.24284517334513,644
251,755.33793466149837,657
252,755.43302245244672,625
253,755.52810854495488,674
254,755.62319293778717,638
255,755.71827562970861,664
256,755.81335661948356,641
257,755.908435905877,649
258,756.00351348765378,668
259,756.09858936357818,637
260,756.19366353241514,667
261,756.28873599292933,657
262,756.38380674388588,630
263,756.47887578404914,632
264,756.57394311218411,667
265,756.6690087270556,641
266,756.76407262742828,670
267,756.85913481206728,645
268,756.95419527973706,625
269,757.04925402920287,649
270,757.14431105922938,623
271,757.2393663685815,666
272,757.33441995602436,633
273,757.42947182032253,654
274,757.52452196024115,641
275,757.61957037454511,661
276,757.71461706199943,641
277,757.80966202136926,621
278,757.90470525141927,647
279,757.99974675091482,624
280,758.09478651862059,655
281,758.18982455330206,632
282,758.2848608537239,641
283,758.37989541865136,662
284,758.47492824684946,645
285,758.56995933708345,667
286,758.66498868811823,654
287,758.76001629871939,645
288,758.85504216765162,661
289,758.95006629368027,660
290,759.0450886755707,655
291,759.14010931208782,642
292,759.2351282019971,636
293,759.33014534406357,660
294,759.42516073705269,638
295,759.52017437972961,656
296,759.61518627085979,649
297,759.71019640920815,667
298,759.80520479354061,686
299,759.900211422622,667
300,759.99521629521792,631
301,760.09021941009371,643
302,760.1852207660146,656
303,760.28022036174639,655
304,760.37521819605411,668
305,760.47021426770345,650
306,760.56520857545991,655
307,760.66020111808859,655
308,760.75519189435556,652
309,760.85018090302583,634
310,760.94516814286533,649
311,761.0401536126393,653
312,761.13513731111345,680
313,761.23011923705337,723
314,761.32509938922476,1026
315,761.42007776639309,2126
316,761.51505436732407,2976
317,761.61002919078328,1562
318,761.70500223553665,814
319,761.79997350034955,675
320,761.894942983988,687
321,761.98991068521752,644
322,762.08487660280389,655
323,762.179840735513,664
324,762.27480308211057,649
325,762.3697636413624,652
326,762.46472241203446,621
327,762.55967939289246,657
328,762.6546345827021,671
329,762.74958798022965,667
330,762.84453958424081,646
331,762.9394893935015,637
332,763.03443740677767,642
333,763.12938362283546,654
334,763.22432804044058,666
335,763.3192706583593,660
336,763.41421147535743,640
337,763.50915049020114,635
338,763.60408770165645,662
339,763.69902310848943,639
340,763.79395670946633,647
341,763.88888850335309,642
342,763.98381848891586,628
343,764.078746664921,645
344,764.17367303013452,653
345,764.26859758332273,650
346,764.36352032325192,653
347,764.458441248688,656
348,764.55336035839764,643
349,764.64827765114694,681
350,764.74319312570219,666
351,764.83810678082989,653
352,764.93301861529619,672
353,765.02792862786748,662
354,765.12283681731037,647
355,765.21774318239113,645
356,765.31264772187615,651
357,765.407550434532,646
358,765.50245131912516,641
359,765.59735037442215,656
360,765.69224759918927,661
361,765.78714299219325,648
362,765.8820365522007,644
363,765.97692827797823,635
364,766.07181816829222,646
365,766.16670622190952,660
366,766.26159243759673,666
367,766.3564768141207,656
368,766.4513593502478,628
369,766.54624004474488,658
370,766.64111889637888,626
371,766.73599590391632,643
372,766.830871066124,638
373,766.92574438176894,663
374,767.02061584961791,653
375,767.11548546843767,654
376,767.210353236995,663
377,767.30521915405711,648
378,767.40008321839082,635
379,767.494945428763,674
380,767.58980578394073,647
381,767.68466428269085,648
382,767.77952092378052,664
383,767.87437570597672,642
384,767.96922862804661,633
385,768.06407968875715,654
386,768.15892888687563,681
387,768.25377622116889,662
388,768.34862169040446,659
389,768.44346529334939,666
390,768.53830702877076,669
391,768.63314689543586,643
392,768.72798489211209,634
393,768.82282101756675,656
394,768.91765527056691,639
395,769.01248764988009,646
396,769.10731815427346,646
397,769.20214678251477,657
398,769.296973533371,656
399,769.39179840561,638
400,769.48662139799876,657
401,769.58144250930513,676
402,769.67626173829649,650
403,769.77107908374023,658
404,769.86589454440423,653
405,769.96070811905588,664
406,770.05551980646271,669
407,770.15032960539259,733
408,770.24513751461291,961
409,770.33994353289143,1505
410,770.434747658996,1282
411,770.52954989169427,814
412,770.62435022975387,673
413,770.71914867194278,633
414,770.81394521702862,655
415,770.90873986377949,661
416,771.003532610963,644
417,771.09832345734719,659
418,771.1931124017,658
419,771.28789944278924,638
420,771.382684579383,648
421,771.4774678102491,687
422,771.57224913415575,670
423,771.66702854987091,636
424,771.76180605616253,620
425,771.856581651799,656
426,771.95135533554833,639
427,772.04612710617857,652
428,772.1408969624581,652
429,772.23566490315477,647
430,772.33043092703724,649
431,772.42519503287349,641
432,772.519957219432,671
433,772.61471748548081,653
434,772.70947582978863,669
435,772.80423225112349,645
436,772.89898674825406,677
437,772.99373931994865,655
438,773.08848996497568,660
439,773.18323868210359,659
440,773.27798547010116,666
441,773.37273032773646,644
442,773.46747325377862,653
443,773.56221424699584,650
444,773.65695330615688,648
445,773.75169043003029,651
446,773.84642561738508,681
447,773.94115886698944,635
448,774.03589017761249,655
449,774.13061954802288,644
450,774.22534697698927,642
451,774.32007246328078,654
452,774.414796005666,643
453,774.509517602914,653
454,774.60423725379349,675
455,774.69895495707362,662
456,774.79367071152308,650
457,774.8883845159113,669
458,774.98309636900683,661
459,775.0778062695789,640
460,775.17251421639685,645
461,775.26722020822945,646
462,775.361924243846,680
463,775.45662632201561,633
464,775.55132644150751,642
465,775.646024601091,655
466,775.74072079953521,646
467,775.83541503560957,658
468,775.93010730808328,664
469,776.02479761572579,665
470,776.11948595730644,673
471,776.21417233159468,656
472,776.30885673735975,649
473,776.40353917337154,661
474,776.49821963839918,651
475,776.59289813121234,671
476,776.68757465058059,662
477,776.78224919527349,657
478,776.87692176406074,655
479,776.97159235571189,636
480,777.06626096899663,662
481,777.16092760268486,662
482,777.25559225554628,644
483,777.35025492635043,664
484,777.44491561386735,675
485,777.53957431686683,680
486,777.63423103411878,659
487,777.728885764393,649
488,777.82353850645961,667
489,777.91818925908842,671
490,778.01283802104945,658
491,778.10748479111282,656
492,778.20212956804858,657
493,778.29677235062684,674
494,778.39141313761763,641
495,778.4860519277911,654
496,778.58068871991759,634
497,778.67532351276725,669
498,778.76995630511021,656
499,778.86458709571707,640
500,778.95921588335784,641
501,779.05384266680312,639
502,779.14846744482327,666
503,779.24309021618842,660
504,779.3377109796694,646
505,779.43232973403644,659
506,779.52694647806027,640
507,779.62156121051135,653
508,779.71617393016015,651
509,779.8107846357774,647
510,779.90539332613378,639
511,779.99999999999989,661
512,780.09460465614654,633
513,780.18920729334445,647
514,780.28380791036454,648
515,780.3784065059773,665
516,780.47300307895387,678
517,780.567597628065,654
518,780.66219015208185,668
519,780.756780649775,671
520,780.8513691199156,643
521,780.94595556127479,669
522,781.04053997262361,656
523,781.135122352733,632
524,781.22970270037422,653
525,781.32428101431833,647
526,781.4188572933366,678
527,781.5134315362003,673
528,781.60800374168059,657
529,781.70257390854886,638
530,781.79714203557637,646
531,781.89170812153452,657
532,781.9862721651948,658
533,782.0808341653285,648
534,782.17539412070721,638
535,782.26995203010244,658
536,782.3645078922857,668
537,782.45906170602848,661
538,782.55361347010239,665
539,782.64816318327939,652
540,782.74271084433087,640
541,782.83725645202867,667
542,782.93180000514451,652
543,783.02634150245024,635
544,783.12088094271758,655
545,783.21541832471848,665
546,783.30995364722469,672
547,783.4044869090086,674
548,783.49901810884171,652
549,783.5935472454961,661
550,783.688074317744,662
551,783.78259932435742,641
552,783.87712226410849,648
553,783.97164313576923,661
554,784.066161938112,669
555,784.16067866990909,661
556,784.25519332993258,688
557,784.3497059169548,657
558,784.44421642974828,659
559,784.53872486708519,671
560,784.63323122773807,685
561,784.72773551047919,684
562,784.82223771408121,657
563,784.91673783731676,658
564,785.01123587895825,641
565,785.10573183777831,652
566,785.20022571254947,656
567,785.29471750204459,648
568,785.38920720503631,655
569,785.48369482029727,664
570,785.57818034660056,649
571,785.67266378271881,672
572,785.76714512742478,663
573,785.86162437949167,672
574,785.95610153769212,651
575,786.05057660079922,654
576,786.14504956758617,677
577,786.23952043682584,649
578,786.33398920729132,653
579,786.42845587775594,664
580,786.52292044699254,665
581,786.61738291377458,669
582,786.71184327687524,654
583,786.80630153506786,637
584,786.90075768712575,676
585,786.99521173182222,699
586,787.089663667931,680
587,787.184113494225,653
588,787.27856120947808,630
